Sample	Coverage	FNR_Value	Hausdorff_Distance	Frechet_Distance	SSE	SSE_log10	Distance_Scale
gr_wolf.spain.SAMN04851099	15.0	0.08	22077936.331884198	54652282.82946873	347717105.5645434	0.01010063469499008	psmc
gr_wolf.spain.SAMN04851099	15.0	0.09	30880708.784371294	63813015.133577585	577369840.3411293	0.017121582426597608	psmc
gr_wolf.spain.SAMN04851099	15.0	0.1	40162245.91049373	73177319.26666665	1001149149.3742523	0.02949132179670581	psmc
gr_wolf.spain.SAMN04851099	15.0	0.11	50760789.10580528	82752057.20049942	1431073298.4398592	0.042528850927927346	psmc
gr_wolf.spain.SAMN04851099	15.0	0.12	61600208.28282833	92544402.81464648	1917281891.2481506	0.057316646876987384	psmc
gr_wolf.spain.SAMN04851099	15.0	0.13	72688809.50989783	102561859.82222223	2534694178.941778	0.07572738164821717	psmc
gr_wolf.spain.SAMN04851099	15.0	0.14	84035285.1841085	112812280.94625318	3281365195.817465	0.09760675952307934	psmc
gr_wolf.spain.SAMN04851099	15.0	0.15	95648736.75653613	123303888.4496733	8613679643.106977	0.844093892806397	psmc
gr_wolf.spain.SAMN04851099	15.0	0.16	107538699.08068788	134045296.13174617	9595579452.068045	0.8637929958687479	psmc
gr_wolf.spain.SAMN04851099	15.0	0.17	119715166.52108455	145045532.9145919	11066477466.392366	0.8946750837238356	psmc
gr_wolf.spain.SAMN04851099	15.0	0.18	132188620.97222221	156314068.1555556	12390359725.128479	0.9224434901635198	psmc
gr_wolf.spain.SAMN04851099	15.0	0.19	144970061.95301783	167860838.8345679	13681947734.460464	0.9497489567074954	psmc
gr_wolf.spain.SAMN04851099	15.0	0.2	158071038.95833337	179696278.7805556	15200164697.047268	0.9820389011211481	psmc
gr_wolf.spain.SAMN04851099	15.0	0.21	171503686.26758087	191831350.1175809	17034200280.2303	1.0212054881259365	psmc
gr_wolf.spain.SAMN04851099	15.0	0.22	185280760.43091166	204277577.12991464	23078814538.16199	1.7164868794981385	psmc
gr_wolf.spain.SAMN04851099	15.0	0.23	199415680.67640698	217047082.7659452	25328274863.756107	1.7554015355835249	psmc
gr_wolf.spain.SAMN04851099	15.0	0.24	213922572.50731003	230152628.02397656	28303388765.970966	1.808335723124707	psmc
gr_wolf.spain.SAMN04851099	15.0	0.25	228816314.78703701	243607654.48888898	30845842886.319836	1.8529526514239323	psmc
gr_wolf.spain.SAMN04851099	15.0	0.26	244112590.64189208	257426330.31771767	33416290056.693306	1.8977572355556442	psmc
gr_wolf.spain.SAMN04851099	15.0	0.27	259827942.54756486	271623600.00487065	36607217832.405464	1.9541235615911279	psmc
gr_wolf.spain.SAMN04851099	15.0	0.28	275979832.006173	286215238.29444456	43340195703.80266	2.593616774988204	psmc
gr_wolf.spain.SAMN04851099	15.0	0.29	292586704.26643217	301217908.64851344	46955339202.44058	2.6478469322502676	psmc
gr_wolf.spain.SAMN04851099	15.0	0.3	309668058.59126985	316649226.72698414	52009290868.77734	2.726550906820779	psmc
gr_wolf.spain.SAMN04851099	15.0	0.31	327244524.6356684	332527829.3874396	56212303491.556145	2.7902582462931442	psmc
gr_wolf.spain.SAMN04851099	15.0	0.32	345337945.5637258	348873449.773203	60394234903.62046	2.852845947255925	psmc
gr_wolf.spain.SAMN04851099	15.0	0.33	363971468.6090385	365706999.1257051	65642509141.46878	2.9324729088001424	psmc
gr_wolf.spain.SAMN04851099	15.0	0.34	383169643.8678454	383169643.8678454	73586394417.04039	3.5247698099870055	psmc
gr_wolf.spain.SAMN04851099	15.0	0.35	402958532.21153843	402958532.21153843	79709364853.72641	3.6070040184923466	psmc
gr_wolf.spain.SAMN04851099	15.0	0.36	423365823.31597245	423365823.31597245	87432431316.88301	3.712255863789961	psmc
gr_wolf.spain.SAMN04851099	15.0	0.37	444420964.9316577	444420964.9316577	93697853127.7695	3.794995570569278	psmc
gr_wolf.spain.SAMN04851099	15.0	0.38	466155304.66397893	466155304.66397893	100796538526.31711	3.8883238541735525	psmc
gr_wolf.spain.SAMN04851099	15.0	0.39	488602245.6989986	488602245.6989986	109012654024.3219	3.996480743954944	psmc
gr_wolf.spain.SAMN04851099	15.0	0.4	511797418.10185206	511797418.10185206	119516592734.98178	4.563720297105469	psmc
gr_wolf.spain.SAMN04851099	15.0	0.41	535778867.5353106	535778867.5353106	130991837408.33237	4.702551022421084	psmc
gr_wolf.spain.SAMN04851099	15.0	0.42	560587263.5009578	560587263.5009578	140756476214.47635	4.816831027800425	psmc
gr_wolf.spain.SAMN04851099	15.0	0.43	586266129.5004874	586266129.5004874	150472767345.78192	4.92866922058401	psmc
gr_wolf.spain.SAMN04851099	15.0	0.44	612862097.857143	612862097.857143	163069654216.96274	5.465462108970384	psmc
gr_wolf.spain.SAMN04851099	15.0	0.45	640425192.3358587	640425192.3358587	175428008371.7823	5.5955858729470105	psmc
gr_wolf.spain.SAMN04851099	15.0	0.46	669009142.1656379	669009142.1656379	191920244367.43713	5.771820661876412	psmc
gr_wolf.spain.SAMN04851099	15.0	0.47	698671731.6116351	698671731.6116351	205386715312.79602	5.9105753732447655	psmc
gr_wolf.spain.SAMN04851099	15.0	0.48	729475189.8824788	729475189.8824788	221043561435.5382	6.0708010771538135	psmc
gr_wolf.spain.SAMN04851099	15.0	0.49	761486626.9090415	761486626.9090415	237001007747.43906	6.580206797310718	psmc
gr_wolf.spain.SAMN04851099	15.0	0.5	794778521.4166669	794778521.4166669	258520691637.35623	6.785212004826001	psmc
gr_wolf.spain.SAMN04851099	15.0	0.51	829429268.7613381	829429268.7613381	278632526582.65796	6.970703312612604	psmc
gr_wolf.spain.SAMN04851099	15.0	0.52	865523797.2453707	865523797.2453707	298713550165.3701	7.152538523267166	psmc
gr_wolf.spain.SAMN04851099	15.0	0.53	903154263.1117026	903154263.1117026	318793390480.6921	7.634149601387122	psmc
gr_wolf.spain.SAMN04851099	15.0	0.54	942420836.1896137	942420836.1896137	347819761423.0044	7.879831551206114	psmc
gr_wolf.spain.SAMN04851099	15.0	0.55	983432590.2932101	983432590.2932101	375486253294.75415	8.106819236303709	psmc
gr_wolf.spain.SAMN04851099	15.0	0.56	1026308515.0378793	1026308515.0378793	403250957195.0474	8.32982138966767	psmc
gr_wolf.spain.SAMN04851099	15.0	0.57	1071178668.840439	1071178668.840439	429855174571.58014	8.805068040379675	psmc
gr_wolf.spain.SAMN04851099	15.0	0.58	1118185496.6335979	1118185496.6335979	470809988082.36975	9.11135982889316	psmc
gr_wolf.spain.SAMN04851099	15.0	0.59	1167485340.4166665	1167485340.4166665	506222604942.4335	9.367773909468331	psmc
gr_wolf.spain.SAMN04851099	15.0	0.6	1219250176.3888888	1219250176.3888888	546757571686.1909	9.655457102024538	psmc
gr_wolf.spain.SAMN04851099	15.0	0.61	1273669619.3340454	1273669619.3340454	585149470103.6084	10.149079000099507	psmc
gr_wolf.spain.SAMN04851099	15.0	0.62	1330953243.4868422	1330953243.4868422	639315806379.7578	10.504002128669898	psmc
gr_wolf.spain.SAMN04851099	15.0	0.63	1391333279.7560062	1391333279.7560062	690495277428.7233	10.828928914918773	psmc
gr_wolf.spain.SAMN04851099	15.0	0.64	1455067762.484568	1455067762.484568	736958594855.8457	11.299778617338546	psmc
gr_wolf.spain.SAMN04851099	15.0	0.65	1522444215.6547618	1522444215.6547618	808375465709.1113	11.71780350806385	psmc
gr_wolf.spain.SAMN04851099	15.0	0.66	1593783989.5996737	1593783989.5996737	876204355645.4844	12.102187781866093	psmc
gr_wolf.spain.SAMN04851099	15.0	0.67	1669447386.207913	1669447386.207913	936602235097.454	12.577074226458098	psmc
gr_wolf.spain.SAMN04851099	15.0	0.68	1749839745.104167	1749839745.104167	1030890586695.7744	13.066863484572403	psmc
gr_wolf.spain.SAMN04851099	15.0	0.69	1835418707.8001795	1835418707.8001795	1121128711164.9102	13.52047787970887	psmc
gr_wolf.spain.SAMN04851099	15.0	0.7	1926702934.6759257	1926702934.6759257	1211544975610.0625	14.038480700976635	psmc
gr_wolf.spain.SAMN04851099	15.0	0.71	2024282625.4741378	2024282625.4741378	1321548887313.1904	14.54413414640314	psmc
gr_wolf.spain.SAMN04851099	15.0	0.72	2128832294.1865082	2128832294.1865082	1420514915879.9795	15.027446413993339	psmc
gr_wolf.spain.SAMN04851099	15.0	0.73	2241126382.803498	2241126382.803498	1573594669568.071	15.663842917606441	psmc
gr_wolf.spain.SAMN04851099	15.0	0.74	2362058478.2371798	2362058478.2371798	1686601350920.0576	16.109325155234142	psmc
gr_wolf.spain.SAMN04851099	15.0	0.75	2492665141.305556	2532217197.0944443	1877768065387.4863	16.828316810734215	psmc
gr_wolf.spain.SAMN04851099	15.0	0.76	2634155692.9629636	2670792534.8629637	2072422348130.3184	17.53637212684172	psmc
gr_wolf.spain.SAMN04851099	15.0	0.77	2787949770.8514495	2872009138.9591794	2256218277459.4946	18.085934713499572	psmc
gr_wolf.spain.SAMN04851099	15.0	0.78	2955725128.547981	3038627322.9732327	2436067642015.709	18.564296790457885	psmc
gr_wolf.spain.SAMN04851099	15.0	0.79	3139479091.739418	3229906080.2727513	2738127692303.1763	19.4890916273053	psmc
gr_wolf.spain.SAMN04851099	15.0	0.8	3341608451.250001	3432035439.7833343	2979814205540.6704	20.042347100120075	psmc
gr_wolf.spain.SAMN04851099	15.0	0.81	3556424521.995615	3646851510.5289483	3361077294635.389	21.090403505091537	psmc
gr_wolf.spain.SAMN04851099	15.0	0.82	3804176334.243826	3894603322.777159	3717424736676.4043	21.802030503326698	psmc
gr_wolf.spain.SAMN04851099	15.0	0.83	4025361376.0375795	4115788364.570913	4094620438425.1	22.500968098900707	psmc
gr_wolf.spain.SAMN04851099	15.0	0.84	4235297848.0555544	4325724836.588888	4706034332689.344	23.87636043459302	psmc
gr_wolf.spain.SAMN04851099	15.0	0.85	4577858244.490739	4668285233.024073	5303688222549.162	24.845234722984998	psmc
gr_wolf.spain.SAMN04851099	15.0	0.86	4835984076.924602	4926411065.457935	5979373153004.759	25.868412579689178	psmc
gr_wolf.spain.SAMN04851099	15.0	0.87	5275410958.365384	5275410958.365384	6813092862275.542	27.03925739273055	psmc
gr_wolf.spain.SAMN04851099	15.0	0.88	5790287546.435185	5790287546.435185	7867797313160.823	28.411868483578296	psmc
gr_wolf.spain.SAMN04851099	15.0	0.89	6398778059.608586	6398778059.608586	9216224270292.004	30.0280824702382	psmc
gr_wolf.spain.SAMN04851099	15.0	0.9	7128966675.416668	7128966675.416668	10986484209520.6	31.96190470536658	psmc
gr_wolf.spain.SAMN04851099	15.0	0.91	8021419428.070991	8021419428.070991	13355031420498.959	34.295309168531	psmc
gr_wolf.spain.SAMN04851099	15.0	0.92	9136985368.888895	9136985368.888895	16607678611291.791	37.14478537714874	psmc
gr_wolf.spain.SAMN04851099	15.0	0.93	10571284435.65477	10571284435.65477	20352291127596.92	39.590347768436196	psmc
gr_wolf.spain.SAMN04851099	15.0	0.94	12483683191.342583	12483683191.342583	25716936103430.938	42.76898094364056	psmc
gr_wolf.spain.SAMN04851099	15.0	0.95	15161041449.305542	15161041449.305542	33975279244729.496	47.058523308840705	psmc
gr_wolf.spain.SAMN04851099	15.0	0.96	19177078836.249985	19177078836.249985	44178469412007.516	51.455751320282516	psmc
gr_wolf.spain.SAMN04851099	15.0	0.97	25593875725.601833	25684302714.135166	60662988601380.016	58.636072788608764	psmc
gr_wolf.spain.SAMN04851099	15.0	0.98	37710918084.86108	37801345073.39441	65947819533356.57	67.84013798509571	psmc
gr_wolf.spain.SAMN04851099	15.0	0.99	9336298299.699991	9336298299.699991	45955644389681.58	97.81229749071393	psmc
