Sample	Coverage	FNR_Value	Hausdorff_Distance	Frechet_Distance	SSE	SSE_log10	Distance_Scale
gr_wolf.spain.SAMN04851099	8.0	0.43	73103388.65730977	82495194.57953203	4832003727.264912	0.7538707598134317	psmc
gr_wolf.spain.SAMN04851099	8.0	0.44	60498549.9396826	69890355.86190486	5155631796.053711	0.7743899524382793	psmc
gr_wolf.spain.SAMN04851099	8.0	0.45	67591429.04292917	67591429.04292917	1705772678.3722336	0.06327035145741249	psmc
gr_wolf.spain.SAMN04851099	8.0	0.46	85567346.21913576	85567346.21913576	2533955757.610702	0.09011653935915026	psmc
gr_wolf.spain.SAMN04851099	8.0	0.47	104221599.89255738	104221599.89255738	3454339524.7289605	0.1205305702586415	psmc
gr_wolf.spain.SAMN04851099	8.0	0.48	123593324.86111104	123593324.86111104	4574336891.450983	0.15715732958964723	psmc
gr_wolf.spain.SAMN04851099	8.0	0.49	143724725.31862748	143724725.31862748	6070292351.246675	0.20339823599815718	psmc
gr_wolf.spain.SAMN04851099	8.0	0.5	164661381.79444444	164661381.79444444	12734565517.795275	0.9213831751574839	psmc
gr_wolf.spain.SAMN04851099	8.0	0.51	186452595.67743766	186452595.67743766	15281760867.046284	0.9786606790961063	psmc
gr_wolf.spain.SAMN04851099	8.0	0.52	209151776.8055557	209151776.8055557	17938091066.48558	1.0393341057809369	psmc
gr_wolf.spain.SAMN04851099	8.0	0.53	232816880.53487003	232816880.53487003	20968912051.126705	1.1077767661037332	psmc
gr_wolf.spain.SAMN04851099	8.0	0.54	257510901.81763303	257510901.81763303	29270657532.642265	1.7929410853634504	psmc
gr_wolf.spain.SAMN04851099	8.0	0.55	283302435.1574074	283302435.1574074	34460277649.16029	1.8892385222575008	psmc
gr_wolf.spain.SAMN04851099	8.0	0.56	310266310.9217173	310266310.9217173	39201455131.01505	1.9766327875467398	psmc
gr_wolf.spain.SAMN04851099	8.0	0.57	338484320.44250643	338484320.44250643	44913262859.45656	2.0817909324563884	psmc
gr_wolf.spain.SAMN04851099	8.0	0.58	368046044.7023808	368046044.7023808	56704864123.47475	2.7490444522995445	psmc
gr_wolf.spain.SAMN04851099	8.0	0.59	399049804.2920052	399049804.2920052	64473505471.48854	2.872197845319671	psmc
gr_wolf.spain.SAMN04851099	8.0	0.6	431603751.8611113	431603751.8611113	72494842730.38779	2.9968236691104324	psmc
gr_wolf.spain.SAMN04851099	8.0	0.61	465827132.63888896	465827132.63888896	85645304753.852	3.620005195265278	psmc
gr_wolf.spain.SAMN04851099	8.0	0.62	501851743.9839181	501851743.9839181	99025109109.16408	3.8067544274671774	psmc
gr_wolf.spain.SAMN04851099	8.0	0.63	539823631.6178678	539823631.6178678	110729297750.59723	3.965267761305631	psmc
gr_wolf.spain.SAMN04851099	8.0	0.64	579905068.5648149	579905068.5648149	127912179269.8782	4.5850778984831075	psmc
gr_wolf.spain.SAMN04851099	8.0	0.65	622276873.3373019	622276873.3373019	147177243363.53055	4.82135400377743	psmc
gr_wolf.spain.SAMN04851099	8.0	0.66	667141137.2140523	667141137.2140523	164133053267.447	5.022144435501291	psmc
gr_wolf.spain.SAMN04851099	8.0	0.67	714724447.3863636	714724447.3863636	186943565470.52798	5.6326315298741525	psmc
gr_wolf.spain.SAMN04851099	8.0	0.68	765281714.444445	765281714.444445	214146543770.57693	5.92567534704056	psmc
gr_wolf.spain.SAMN04851099	8.0	0.69	819100740.6675621	819100740.6675621	239071639887.78397	6.1841423482091775	psmc
gr_wolf.spain.SAMN04851099	8.0	0.7	876507701.9722217	876507701.9722217	273805956755.263	6.84244338154416	psmc
gr_wolf.spain.SAMN04851099	8.0	0.71	937873764.056513	937873764.056513	309282943120.9904	7.172527832492725	psmc
gr_wolf.spain.SAMN04851099	8.0	0.72	1003623116.2896823	1003623116.2896823	346306455185.0642	7.774957340650338	psmc
gr_wolf.spain.SAMN04851099	8.0	0.73	1074242790.9104939	1074242790.9104939	396851914610.2856	8.200807338201813	psmc
gr_wolf.spain.SAMN04851099	8.0	0.74	1150294748.1944442	1150294748.1944442	445036256275.69916	8.591112377873554	psmc
gr_wolf.spain.SAMN04851099	8.0	0.75	1232430862.061111	1232430862.061111	509038952708.65094	9.309753272582089	psmc
gr_wolf.spain.SAMN04851099	8.0	0.76	1321411652.0833335	1321411652.0833335	572602370180.7911	9.769301772620377	psmc
gr_wolf.spain.SAMN04851099	8.0	0.77	1418129902.1074882	1418129902.1074882	655147500582.9941	10.531001558578195	psmc
gr_wolf.spain.SAMN04851099	8.0	0.78	1523640720.3156567	1523640720.3156567	739739235253.8584	11.075422054849666	psmc
gr_wolf.spain.SAMN04851099	8.0	0.79	1639200187.8769846	1639200187.8769846	848072019096.7484	11.881127173260976	psmc
gr_wolf.spain.SAMN04851099	8.0	0.8	1766315602.1944451	1766315602.1944451	964232847014.9827	12.541319122835592	psmc
gr_wolf.spain.SAMN04851099	8.0	0.81	1906811586.4400587	1906811586.4400587	1107391892166.9788	13.410648725307675	psmc
gr_wolf.spain.SAMN04851099	8.0	0.82	2062918235.601851	2062918235.601851	1260663589610.493	14.2300667901858	psmc
gr_wolf.spain.SAMN04851099	8.0	0.83	2237390372.9003263	2237390372.9003263	1456705030164.4905	15.128593141238081	psmc
gr_wolf.spain.SAMN04851099	8.0	0.84	2433671527.3611107	2433671527.3611107	1683820774013.975	16.10801530373892	psmc
gr_wolf.spain.SAMN04851099	8.0	0.85	2656123502.4166656	2656123502.4166656	1945950199207.6963	17.09880749635618	psmc
gr_wolf.spain.SAMN04851099	8.0	0.86	2910354331.0515866	2910354331.0515866	2248328281768.2314	18.11262886350841	psmc
gr_wolf.spain.SAMN04851099	8.0	0.87	3203697594.8611107	3246330363.983333	2620884958589.339	19.220740866317083	psmc
gr_wolf.spain.SAMN04851099	8.0	0.88	3545931402.6388893	3632036090.0944457	3143048571044.6616	20.803280841035043	psmc
gr_wolf.spain.SAMN04851099	8.0	0.89	3950389539.1035357	4040816527.636869	3655012486130.1475	21.838332056677487	psmc
gr_wolf.spain.SAMN04851099	8.0	0.9	4427709072.861112	4518136061.394445	4399909172972.608	23.455509704211465	psmc
gr_wolf.spain.SAMN04851099	8.0	0.91	4971331237.083335	5061758225.616669	5371921423484.461	25.351115584570728	psmc
gr_wolf.spain.SAMN04851099	8.0	0.92	5515437335.694447	5605864324.227779	6667303822031.382	27.61083168067435	psmc
gr_wolf.spain.SAMN04851099	8.0	0.93	6326832232.003975	6417259220.537308	8322443729858.841	29.777821805442546	psmc
gr_wolf.spain.SAMN04851099	8.0	0.94	7361699043.749991	7452126032.283325	10711517946290.441	32.56813099698418	psmc
gr_wolf.spain.SAMN04851099	8.0	0.95	8941661000.194437	9032087988.72777	14396287674640.23	36.36371118341223	psmc
gr_wolf.spain.SAMN04851099	8.0	0.96	11233144146.52777	11323571135.061102	20569925544490.72	41.78732087353605	psmc
gr_wolf.spain.SAMN04851099	8.0	0.97	15049561968.194433	15139988956.727766	29496109647346.438	47.663195157020645	psmc
gr_wolf.spain.SAMN04851099	8.0	0.98	21647134118.19443	21737561106.727764	44816119798971.44	57.040750881305264	psmc
gr_wolf.spain.SAMN04851099	8.0	0.99	39331537088.19442	39421964076.72775	48269590673332.195	76.46115734855432	psmc
gr_wolf.spain.SAMN04851099	9.0	0.0	303192138.1555555	310403351.06666684	51231034292.7658	4.8333285999724644	psmc
gr_wolf.spain.SAMN04851099	9.0	0.01	297132380.9806397	305329838.35078585	50065483320.59976	4.785853971606306	psmc
gr_wolf.spain.SAMN04851099	9.0	0.02	290948955.2919501	303021164.1112246	48919369181.4995	4.740249949637748	psmc
gr_wolf.spain.SAMN04851099	9.0	0.03	284638036.2900915	297766937.86557865	47695617032.0262	4.694328440881275	psmc
gr_wolf.spain.SAMN04851099	9.0	0.04	278195639.8090277	292403248.57314837	44751489667.01694	4.16800410594926	psmc
gr_wolf.spain.SAMN04851099	9.0	0.05	271617613.9283625	286926639.50614053	43465080237.35074	4.116338230089069	psmc
gr_wolf.spain.SAMN04851099	9.0	0.06	264899630.05023634	281333506.8419623	41726100172.045296	4.046000960282455	psmc
gr_wolf.spain.SAMN04851099	9.0	0.07	258037173.4005375	275620091.75489855	40449142020.60971	3.99799140647641	psmc
gr_wolf.spain.SAMN04851099	9.0	0.08	251025532.91062796	269782471.9920292	39227150115.43265	3.954211421711163	psmc
gr_wolf.spain.SAMN04851099	9.0	0.09	243891669.0605616	266962619.9449941	38115011077.27246	3.914611017629759	psmc
gr_wolf.spain.SAMN04851099	9.0	0.1	237946305.86296284	260899081.167284	36988585655.28739	3.875289786050369	psmc
gr_wolf.spain.SAMN04851099	9.0	0.11	231867338.9980024	254699283.09119868	35833719272.033875	3.838678404598255	psmc
gr_wolf.spain.SAMN04851099	9.0	0.12	225650213.79520202	248358580.51338398	32521556682.62519	3.255171698043416	psmc
gr_wolf.spain.SAMN04851099	9.0	0.13	219290166.17394626	241872114.65791845	31156995104.781487	3.2066495734902105	psmc
gr_wolf.spain.SAMN04851099	9.0	0.14	212782210.46847534	235234800.75930238	29683177823.374516	3.1560217979234997	psmc
gr_wolf.spain.SAMN04851099	9.0	0.15	206121126.39346397	228441314.7689544	28537052254.150547	3.11969380057826	psmc
gr_wolf.spain.SAMN04851099	9.0	0.16	199301445.07857132	224750885.50105822	27524844861.88325	3.09061859533386	psmc
gr_wolf.spain.SAMN04851099	9.0	0.17	192317434.09344018	217667388.82108438	26522347709.84403	3.0602912224932184	psmc
gr_wolf.spain.SAMN04851099	9.0	0.18	185163081.3769648	210411123.9294039	25487864323.501694	3.0327532457861675	psmc
gr_wolf.spain.SAMN04851099	9.0	0.19	177832077.97613156	202975692.003361	21854361012.647594	2.3976272007065837	psmc
gr_wolf.spain.SAMN04851099	9.0	0.2	170317799.49027765	195354374.27916682	20819514242.290752	2.3666428184162784	psmc
gr_wolf.spain.SAMN04851099	9.0	0.21	162613286.10604778	187540111.8024614	19461789367.277325	2.3258335438280917	psmc
gr_wolf.spain.SAMN04851099	9.0	0.22	154711221.09658125	179525483.62122536	18531391255.009647	2.3016952380630427	psmc
gr_wolf.spain.SAMN04851099	9.0	0.23	146603907.64531016	174500252.71666682	17725380565.674	2.283482385552142	psmc
gr_wolf.spain.SAMN04851099	9.0	0.24	138283243.84005848	166103136.1742692	16930777954.503109	2.264229883831027	psmc
gr_wolf.spain.SAMN04851099	9.0	0.25	129740695.66666652	157482096.5240742	16186364282.566273	2.250774932563375	psmc
gr_wolf.spain.SAMN04851099	9.0	0.26	120967267.81291296	148628055.8022524	12215852179.02381	1.5615862363237984	psmc
gr_wolf.spain.SAMN04851099	9.0	0.27	111953472.07275476	139531438.62229848	11250214397.444326	1.537046932468827	psmc
gr_wolf.spain.SAMN04851099	9.0	0.28	102689293.11759245	130182137.63179028	10663491634.5145	1.5262228526686468	psmc
gr_wolf.spain.SAMN04851099	9.0	0.29	93164151.3749608	123470457.29413152	10159418121.243988	1.519269323146909	psmc
gr_wolf.spain.SAMN04851099	9.0	0.3	83366862.72539677	113624590.82777786	9792870934.745317	1.5177808738018663	psmc
gr_wolf.spain.SAMN04851099	9.0	0.31	73285594.69468583	103493336.92761683	9467983556.631062	1.5187446509740712	psmc
gr_wolf.spain.SAMN04851099	9.0	0.32	62907818.780718945	93064104.97156882	5255773145.167649	0.7817345244680758	psmc
gr_wolf.spain.SAMN04851099	9.0	0.33	52220258.51111104	82323552.6586237	4977073497.280574	0.7794092993254632	psmc
gr_wolf.spain.SAMN04851099	9.0	0.34	41208832.77878764	71257529.06346798	4949250187.441887	0.7854657350983708	psmc
gr_wolf.spain.SAMN04851099	9.0	0.35	29858593.94700853	62181245.66538477	5040961752.227893	0.7959815967607977	psmc
gr_wolf.spain.SAMN04851099	9.0	0.36	34260589.52256954	50454685.286111236	5284881960.922409	0.8117148766705198	psmc
gr_wolf.spain.SAMN04851099	9.0	0.37	49139457.585978985	49139457.585978985	5700866665.171204	0.8329817773727252	psmc
gr_wolf.spain.SAMN04851099	9.0	0.38	64498289.13530481	64498289.13530481	1333702717.959126	0.04740502774253576	psmc
gr_wolf.spain.SAMN04851099	9.0	0.39	80360688.93214953	80360688.93214953	2197443680.9361105	0.07418481466816258	psmc
gr_wolf.spain.SAMN04851099	9.0	0.4	96751835.38888896	96751835.38888896	3093415758.6358876	0.10284530361095788	psmc
gr_wolf.spain.SAMN04851099	9.0	0.41	113698613.92890775	113698613.92890775	4142244935.110416	0.13596204182325514	psmc
gr_wolf.spain.SAMN04851099	9.0	0.42	131229764.14272034	131229764.14272034	5536936869.569768	0.1778659382506579	psmc
gr_wolf.spain.SAMN04851099	9.0	0.43	149376042.43421054	149376042.43421054	11607924744.340376	0.8981545989155462	psmc
gr_wolf.spain.SAMN04851099	9.0	0.44	168170402.09325397	168170402.09325397	14103301262.732399	0.9533578948474557	psmc
gr_wolf.spain.SAMN04851099	9.0	0.45	187648193.0126263	187648193.0126263	16432848128.644836	1.005556318155914	psmc
gr_wolf.spain.SAMN04851099	9.0	0.46	207847383.59567893	207847383.59567893	19027227780.600452	1.0635136084344687	psmc
gr_wolf.spain.SAMN04851099	9.0	0.47	228808807.7856394	228808807.7856394	26215211244.052284	1.747919417861462	psmc
gr_wolf.spain.SAMN04851099	9.0	0.48	250576440.59829056	250576440.59829056	30503177133.118237	1.8272303389622784	psmc
gr_wolf.spain.SAMN04851099	9.0	0.49	273197706.07026136	273197706.07026136	34755266917.718796	1.904678416959957	psmc
gr_wolf.spain.SAMN04851099	9.0	0.5	296723822.16111124	296723822.16111124	39107034285.77212	1.9840531399204777	psmc
gr_wolf.spain.SAMN04851099	9.0	0.51	321210187.888322	321210187.888322	44282142889.478264	2.077936608573043	psmc
gr_wolf.spain.SAMN04851099	9.0	0.52	346716818.85416687	346716818.85416687	54143766285.252716	2.726959225832736	psmc
gr_wolf.spain.SAMN04851099	9.0	0.53	373308838.3717495	373308838.3717495	61591373208.90124	2.843932934593692	psmc
gr_wolf.spain.SAMN04851099	9.0	0.54	401057032.6509665	401057032.6509665	68755008030.15424	2.9555255104836524	psmc
gr_wolf.spain.SAMN04851099	9.0	0.55	430038480.0092596	430038480.0092596	76724254328.77733	3.0781731665691003	psmc
gr_wolf.spain.SAMN04851099	9.0	0.56	460337265.88383853	460337265.88383853	89897628513.36108	3.7063689531938113	psmc
gr_wolf.spain.SAMN04851099	9.0	0.57	492045297.61304915	492045297.61304915	100948113198.9728	3.8568396194602665	psmc
gr_wolf.spain.SAMN04851099	9.0	0.58	525263235.6150793	525263235.6150793	111700871304.95888	4.001300702355914	psmc
gr_wolf.spain.SAMN04851099	9.0	0.59	560101560.8367208	560101560.8367208	126798552476.65689	4.603268290143094	psmc
gr_wolf.spain.SAMN04851099	9.0	0.6	596681802.3194448	596681802.3194448	143638576269.1397	4.808000138136057	psmc
gr_wolf.spain.SAMN04851099	9.0	0.61	635137953.6217948	635137953.6217948	159196262240.9378	4.992818543708316	psmc
gr_wolf.spain.SAMN04851099	9.0	0.62	675618112.8874272	675618112.8874272	176530704880.46445	5.19457401426768	psmc
gr_wolf.spain.SAMN04851099	9.0	0.63	718286388.8701202	718286388.8701202	200746003638.07364	5.8177605488177155	psmc
gr_wolf.spain.SAMN04851099	9.0	0.64	763325124.6296297	763325124.6296297	222585709688.08618	6.04548301820915	psmc
gr_wolf.spain.SAMN04851099	9.0	0.65	810937502.4325398	810937502.4325398	246448813647.99936	6.2905212976737666	psmc
gr_wolf.spain.SAMN04851099	9.0	0.66	861350608.3415033	861350608.3415033	278171276719.401	6.919379114197006	psmc
gr_wolf.spain.SAMN04851099	9.0	0.67	914819054.0025259	914819054.0025259	308741023422.0855	7.200868979204376	psmc
gr_wolf.spain.SAMN04851099	9.0	0.68	971629277.5173615	971629277.5173615	342457944405.7321	7.505459139286083	psmc
gr_wolf.spain.SAMN04851099	9.0	0.69	1032104676.7428316	1032104676.7428316	384187466652.1768	8.130504762270757	psmc
gr_wolf.spain.SAMN04851099	9.0	0.7	1096611769.25	1096611769.25	426466990156.38525	8.474804399163839	psmc
gr_wolf.spain.SAMN04851099	9.0	0.71	1165567626.7576628	1165567626.7576628	472003684738.0373	9.071459118847496	psmc
gr_wolf.spain.SAMN04851099	9.0	0.72	1239448902.65873	1239448902.65873	533075945885.56335	9.519989040864644	psmc
gr_wolf.spain.SAMN04851099	9.0	0.73	1318802865.66358	1318802865.66358	594632833745.1847	9.95705924122102	psmc
gr_wolf.spain.SAMN04851099	9.0	0.74	1404260979.6688032	1404260979.6688032	666207631136.8665	10.636743017671781	psmc
gr_wolf.spain.SAMN04851099	9.0	0.75	1496555742.7944446	1496555742.7944446	745280258451.3042	11.141257498003055	psmc
gr_wolf.spain.SAMN04851099	9.0	0.76	1596541736.1805558	1596541736.1805558	836082892457.1532	11.841916082048147	psmc
gr_wolf.spain.SAMN04851099	9.0	0.77	1705222163.7741551	1705222163.7741551	940359008083.7258	12.435680345476388	psmc
gr_wolf.spain.SAMN04851099	9.0	0.78	1823782630.2398992	1823782630.2398992	1055648538090.3291	13.167716672609394	psmc
gr_wolf.spain.SAMN04851099	9.0	0.79	1953634569.702382	1953634569.702382	1194236884778.819	13.868964942547318	psmc
gr_wolf.spain.SAMN04851099	9.0	0.8	2096471703.111112	2096471703.111112	1346644079634.992	14.647022513106991	psmc
gr_wolf.spain.SAMN04851099	9.0	0.81	2254344324.247077	2254344324.247077	1506665770640.53	15.387991556002273	psmc
gr_wolf.spain.SAMN04851099	9.0	0.82	2429758347.731481	2429758347.731481	1731169838149.975	16.311733565796814	psmc
gr_wolf.spain.SAMN04851099	9.0	0.83	2625809315.1552277	2643961745.2251625	1966067832509.863	17.175769107875773	psmc
gr_wolf.spain.SAMN04851099	9.0	0.84	2846366653.5069437	2858808786.136111	2229182415451.211	18.037452082977723	psmc
gr_wolf.spain.SAMN04851099	9.0	0.85	3096331636.972222	3158485910.983333	2601560340028.0103	19.27025057584478	psmc
gr_wolf.spain.SAMN04851099	9.0	0.86	3382005903.7896824	3472432892.3230157	2994892393356.14	20.327407897358388	psmc
gr_wolf.spain.SAMN04851099	9.0	0.87	3711630057.8098288	3802057046.343162	3463143563722.4727	21.467410610101528	psmc
gr_wolf.spain.SAMN04851099	9.0	0.88	4077647743.749999	4168074732.2833323	4045350341698.18	22.749323172449145	psmc
gr_wolf.spain.SAMN04851099	9.0	0.89	4478445261.123737	4568872249.65707	4769018677601.225	24.198228753623837	psmc
gr_wolf.spain.SAMN04851099	9.0	0.9	4934100715.472224	5024527704.005558	5704624832916.741	25.89158898901086	psmc
gr_wolf.spain.SAMN04851099	9.0	0.91	5478852254.6142	5569279243.147533	6940686883064.023	27.904883411814836	psmc
gr_wolf.spain.SAMN04851099	9.0	0.92	6163302369.930561	6253729358.463894	8351223317288.856	29.577088758623788	psmc
gr_wolf.spain.SAMN04851099	9.0	0.93	7059772247.24207	7150199235.775404	10746674563419.729	32.60824691873138	psmc
gr_wolf.spain.SAMN04851099	9.0	0.94	8226629272.083325	8276107301.264807	13804496343960.115	35.5515107355618	psmc
gr_wolf.spain.SAMN04851099	9.0	0.95	10052576746.194435	10052576746.194435	18575064182876.45	39.584209882616356	psmc
gr_wolf.spain.SAMN04851099	9.0	0.96	12791497957.3611	12791497957.3611	25557088643464.625	44.17995570945893	psmc
gr_wolf.spain.SAMN04851099	9.0	0.97	17356366642.638874	17446793631.172207	38163836264757.53	51.34947721921178	psmc
gr_wolf.spain.SAMN04851099	9.0	0.98	24360264264.861088	24363484040.06109	56972085286001.3	60.8736406744536	psmc
gr_wolf.spain.SAMN04851099	9.0	0.99	49067171552.63885	49157598541.17218	46183230357417.75	80.33790445073335	psmc
gr_wolf.spain.SAMN04851099	10.0	0.0	248399493.37777776	267044496.73888898	36486279828.69545	3.779493681671649	psmc
gr_wolf.spain.SAMN04851099	10.0	0.01	243040151.32255888	261533015.79747486	35396590238.17362	3.7440882736897283	psmc
gr_wolf.spain.SAMN04851099	10.0	0.02	237571434.93968248	255909055.65317476	32398402671.793983	3.1940212005126574	psmc
gr_wolf.spain.SAMN04851099	10.0	0.03	231989961.5179839	250169137.56775498	31290589511.145473	3.1548053184872975	psmc
gr_wolf.spain.SAMN04851099	10.0	0.04	226292207.39999986	244309637.85555565	29782469650.169426	3.100759620008049	psmc
gr_wolf.spain.SAMN04851099	10.0	0.05	220474500.56374252	238326780.25467837	28581885796.300842	3.060257409895411	psmc
gr_wolf.spain.SAMN04851099	10.0	0.06	214533012.7309692	232216627.81122947	27560452085.67696	3.0283084442055364	psmc
gr_wolf.spain.SAMN04851099	10.0	0.07	208463750.96630812	225975074.23996425	26722070316.180603	3.0057846212387633	psmc
gr_wolf.spain.SAMN04851099	10.0	0.08	202262548.7285024	220447113.27222228	25693029029.01671	2.963482158315232	psmc
gr_wolf.spain.SAMN04851099	10.0	0.09	195925056.3316239	213939047.3747865	24722857001.95327	2.937282629413531	psmc
gr_wolf.spain.SAMN04851099	10.0	0.1	189446730.77037036	207286357.79074097	21410333254.21998	2.3338921645579376	psmc
gr_wolf.spain.SAMN04851099	10.0	0.11	182822824.85942566	200484169.56435716	20442291232.655865	2.304385145412483	psmc
gr_wolf.spain.SAMN04851099	10.0	0.12	176048375.63232315	193527386.15101027	19123778288.342518	2.2636911552099495	psmc
gr_wolf.spain.SAMN04851099	10.0	0.13	169118191.9402299	186410676.6821841	18176622819.18467	2.237275763205558	psmc
gr_wolf.spain.SAMN04851099	10.0	0.14	162026841.1855296	179128462.34198976	17381882885.536823	2.217718007868339	psmc
gr_wolf.spain.SAMN04851099	10.0	0.15	154768635.11895406	172608461.31143796	16566593083.736404	2.1860730908405626	psmc
gr_wolf.spain.SAMN04851099	10.0	0.16	147337614.62222207	164988548.82777786	15806188294.62681	2.1700606617993636	psmc
gr_wolf.spain.SAMN04851099	10.0	0.17	139727533.39062917	157185023.9951141	15113935809.205263	2.1575206686890938	psmc
gr_wolf.spain.SAMN04851099	10.0	0.18	131931840.42168021	149191169.28848255	11496026288.796509	1.4991277540659829	psmc
gr_wolf.spain.SAMN04851099	10.0	0.19	123943661.20658445	140999935.4532925	10609245386.528053	1.4765585098247116	psmc
gr_wolf.spain.SAMN04851099	10.0	0.2	115755777.51111102	132603920.7722224	9954957608.477978	1.4624926931936562	psmc
gr_wolf.spain.SAMN04851099	10.0	0.21	107360605.62081575	123995348.75745451	9450046332.662954	1.4543479228300988	psmc
gr_wolf.spain.SAMN04851099	10.0	0.22	98750172.91282046	116045473.27222228	9140046080.269926	1.453867975941224	psmc
gr_wolf.spain.SAMN04851099	10.0	0.23	89916092.60202038	106998257.21161652	8764986349.41239	1.4518149716462738	psmc
gr_wolf.spain.SAMN04851099	10.0	0.24	80849536.49356723	97712956.51783645	4925639167.829184	0.7487855960643176	psmc
gr_wolf.spain.SAMN04851099	10.0	0.25	71541205.55555546	88180047.8055557	4634771358.875094	0.7448248942213042	psmc
gr_wolf.spain.SAMN04851099	10.0	0.26	61981298.10570574	78389492.91186213	4371619011.285806	0.7426614671125451	psmc
gr_wolf.spain.SAMN04851099	10.0	0.27	52159475.38325727	68330703.63751924	4313743791.812724	0.7473066601006487	psmc
gr_wolf.spain.SAMN04851099	10.0	0.28	42064824.25185168	58604932.90185189	4369922149.982533	0.756140417871631	psmc
gr_wolf.spain.SAMN04851099	10.0	0.29	31685816.750547647	47984141.675978184	4553466452.950137	0.7693263464283726	psmc
gr_wolf.spain.SAMN04851099	10.0	0.3	38578412.86111128	38578412.86111128	4864824705.784736	0.7866786952695549	psmc
gr_wolf.spain.SAMN04851099	10.0	0.31	52226043.460145116	52226043.460145116	872743457.2619783	0.03241284075860415	psmc
gr_wolf.spain.SAMN04851099	10.0	0.32	66275074.95915055	66275074.95915055	1551207663.2021174	0.05366877671929957	psmc
gr_wolf.spain.SAMN04851099	10.0	0.33	80743480.53275311	80743480.53275311	2241972256.348048	0.07615116780450293	psmc
gr_wolf.spain.SAMN04851099	10.0	0.34	95650322.63888907	95650322.63888907	3007631903.9051256	0.10096896184369954	psmc
gr_wolf.spain.SAMN04851099	10.0	0.35	111015836.80982924	111015836.80982924	4027224974.3727546	0.13261731272029725	psmc
gr_wolf.spain.SAMN04851099	10.0	0.36	126861523.29861128	126861523.29861128	9784976349.28365	0.8589947326081283	psmc
gr_wolf.spain.SAMN04851099	10.0	0.37	143210247.45370376	143210247.45370376	11497493593.599136	0.8968579681026249	psmc
gr_wolf.spain.SAMN04851099	10.0	0.38	160086349.8073479	160086349.8073479	13578708596.499777	0.9429025590158163	psmc
gr_wolf.spain.SAMN04851099	10.0	0.39	177515766.9922589	177515766.9922589	15481424662.943794	0.9853420095042998	psmc
gr_wolf.spain.SAMN04851099	10.0	0.4	195526164.75000012	195526164.75000012	17663071868.11065	1.0339338098084703	psmc
gr_wolf.spain.SAMN04851099	10.0	0.41	214147084.46563065	214147084.46563065	24592283908.173275	1.7212499739143785	psmc
gr_wolf.spain.SAMN04851099	10.0	0.42	233410104.86111104	233410104.86111104	27580804466.843674	1.7753984564809748	psmc
gr_wolf.spain.SAMN04851099	10.0	0.43	253349020.70906436	253349020.70906436	31981047205.654922	1.856571718311524	psmc
gr_wolf.spain.SAMN04851099	10.0	0.44	274000040.6944443	274000040.6944443	35513006407.787285	1.9207737704594245	psmc
gr_wolf.spain.SAMN04851099	10.0	0.45	295402006.86111104	295402006.86111104	39517465681.15688	1.9933160908915846	psmc
gr_wolf.spain.SAMN04851099	10.0	0.46	317596638.441358	317596638.441358	47999294360.49296	2.6337685105715134	psmc
gr_wolf.spain.SAMN04851099	10.0	0.47	340628803.2887839	340628803.2887839	54380588044.28714	2.735288869918786	psmc
gr_wolf.spain.SAMN04851099	10.0	0.48	364546820.6303419	364546820.6303419	60672972928.021324	2.83423695519459	psmc
gr_wolf.spain.SAMN04851099	10.0	0.49	389402799.43627465	389402799.43627465	66365310761.65857	2.921052177548585	psmc
gr_wolf.spain.SAMN04851099	10.0	0.5	415253017.39444435	415253017.39444435	73659040864.84642	3.0337960711633762	psmc
gr_wolf.spain.SAMN04851099	10.0	0.51	442158346.28968275	442158346.28968275	84825455749.17976	3.6403964153672397	psmc
gr_wolf.spain.SAMN04851099	10.0	0.52	470184730.55555594	470184730.55555594	95860327887.39809	3.7938049999991468	psmc
gr_wolf.spain.SAMN04851099	10.0	0.53	499403726.9178487	499403726.9178487	104601924170.08151	3.9102668763851964	psmc
gr_wolf.spain.SAMN04851099	10.0	0.54	529893114.4263288	529893114.4263288	115172051413.87907	4.051595375535395	psmc
gr_wolf.spain.SAMN04851099	10.0	0.55	561737585.8240744	561737585.8240744	129846782293.11316	4.6470769888277195	psmc
gr_wolf.spain.SAMN04851099	10.0	0.56	595029533.1944448	595029533.1944448	145979824184.93527	4.843574444790989	psmc
gr_wolf.spain.SAMN04851099	10.0	0.57	629869943.233204	629869943.233204	158635863028.09503	4.990768834057766	psmc
gr_wolf.spain.SAMN04851099	10.0	0.58	666369420.4166669	666369420.4166669	176514124001.01123	5.564086031730543	psmc
gr_wolf.spain.SAMN04851099	10.0	0.59	704649359.9017614	704649359.9017614	197512401144.26532	5.791115037723016	psmc
gr_wolf.spain.SAMN04851099	10.0	0.6	744843296.361111	744843296.361111	217146550141.39133	5.997821097455739	psmc
gr_wolf.spain.SAMN04851099	10.0	0.61	787098460.3311967	787098460.3311967	236628065139.69095	6.196215884759898	psmc
gr_wolf.spain.SAMN04851099	10.0	0.62	831577580.2997075	831577580.2997075	261547237717.13272	6.768952774045904	psmc
gr_wolf.spain.SAMN04851099	10.0	0.63	878460977.0232733	878460977.0232733	292563320022.6232	7.062211853201888	psmc
gr_wolf.spain.SAMN04851099	10.0	0.64	927949006.8981487	927949006.8981487	319108384035.2352	7.302532813729781	psmc
